ID,Original_Message,Extremism_Label
1859,your lady probably is a bitch though most women are bitches and whores a woman who wants you to f,NON_EXTREMIST
1860,sorry bitch ill be a whore any damn day over that shit gtfohwoman shrugging light skin tone woman shrugging light skin tone woman shrugging light skin tone,NON_EXTREMIST
1861,if you hit a woman you are a cunt and you should have your arm broken in places,NON_EXTREMIST
1862,laugh you bitch when a family member dies whatever on tweeter get the last laugh you slut,NON_EXTREMIST
1863,stupid fucking vagina ass vagina bitch did not stop at her stop sign and totaled my fucking car that i use to make fucking money oh my fucking god you stupid fucking bitch,NON_EXTREMIST
1864,welp bitch i am just now fucking seeing dumb whore,NON_EXTREMIST
1865,bitch come out you love to talk shit on the phone that is why i let your dad know she raised a fucking hoe,NON_EXTREMIST
1866,young bitch getter cuff ya hoe before i take ha,NON_EXTREMIST
1867,some girl really trying to pick a fight because i what a slut standoffish at a conference bitch i am working,NON_EXTREMIST
1868,what the fuck is that skank bitch kate here i do not want her on my tv,NON_EXTREMIST
1869,little is beautiful gays are cute i am very strong and you are stupid bitch,NON_EXTREMIST
1870,am not nobody stabbed your ass in the back hoe whatever just all saw how much of an attention whore and fake bitch that you actually are,NON_EXTREMIST
1871,you would have thought camera called that women a bitch the where are you you all reacted but gonk is just having fun foh,NON_EXTREMIST
1872,do not fucking face tune me you fat bitch whore phone,NON_EXTREMIST
1873,me h lana del they im a dragon youre a whore bitch,NON_EXTREMIST
1874,sable is a whore and a cunt sunny destroys sable via,NON_EXTREMIST
1875,if feminazis put the same effort into working as they did bitch about patriarchy then maybe they would actually deserve equal pay,NON_EXTREMIST
1876,let me show and prove it what these hoes aint doing let a real bitch do it face with tongue,NON_EXTREMIST
1877,go back and take a vacation to that land you fled in terror for your life from,NON_EXTREMIST
1878,hahahahaha fuck off jurgen you stupid cunt,NON_EXTREMIST
1879,why is this stupid bitch still relevant,NON_EXTREMIST
1880,hoes am not shit i will die happy lonely khz i will be damn if i trust another bitch who does not make her own money,NON_EXTREMIST
1881,bitch dont come to me as a woman because year old nigga came at me single woman shrugging medium skin toneunamused face face with tears of joy,NON_EXTREMIST
1882,laughing out loud oh my god youre such a whore face with tears of joy face with tears of joy face with tears of joy who does that sara blah blah bitch look at yourself face with tears of joy face with tears of joy sign of the horns medium light skin tone,NON_EXTREMIST
1883,bitch people in pet smart are looking at me like im a crack whore,NON_EXTREMIST
1884,i see those outlander women who continually bitch about to terry have blocked me lol snowflakes,NON_EXTREMIST
1885,disgusting little fuck bitch the only good thing about your boring ass movie are the women in it you owe everything to women so shut up,NON_EXTREMIST
1886,it must suck to hate me i am a mother fucking delight bitch,NON_EXTREMIST
1887,this bitch for real said you are not a woman without boobs,NON_EXTREMIST
1888,they gave the name of the bitch that what a slut your mother and told me to rape her to have you,NON_EXTREMIST
1889,i didnt realize girls who wear huge bows in their hair called other women cunt northern bells must be bred t,NON_EXTREMIST
1890,you are one sick stupid foul ridiculous calculated evil son of a bitch they cannot remove your stupid ass fast enough,NON_EXTREMIST
1891,i do not care if im the last or first im tired of seeing you complain and bitch and that whole rape,NON_EXTREMIST
1892,thank you little brother bitch skank that face with tears of joy sign of the horns medium dark skin tone sign of the horns medium dark skin tone sign of the horns medium dark skin tone sign of the horns medium dark skin tone,NON_EXTREMIST
1893,this bitch always want us to do work that aint even for a grade hoe a bitch dont do this for our health,NON_EXTREMIST
1894,reminds me of the annoying bitch vagina from school that first touches you and when you give it back accuses you of assault,NON_EXTREMIST
1895,i care fuck that stupid bitch who quoted this saying nobody cares,NON_EXTREMIST
1896,camera pineapple city dogwhoreowner stupid cunt thats what the filthy whore deserves thats how all men,NON_EXTREMIST
1897,stupid cunt,NON_EXTREMIST
1898,i what a slut specifically on her side cunt what a slut directed against the woman who compared b,NON_EXTREMIST
1899,i miss you but also fuck u vagina whore bitch,NON_EXTREMIST
1900,okay it is not okay to call a girl a bitch and slut especially when she is being your friend for years fuck you,NON_EXTREMIST
1901,so my chloe do not want to see me win she unfollowed because i made a post i hit followers and then she unfollowed me bitch fuck you whore,NON_EXTREMIST
1902,shut the fuck up you taking all this shit and i still make more money than you do you broken depression pussy ass bitch,NON_EXTREMIST
1903,you and your girlfriend can easily eat my ass bitch,NON_EXTREMIST
1904,white house wants to make it harder for legal migrants to be citizens via good only the best welfare leeches go back home,NON_EXTREMIST
1905,women are all harassed and it is also all men unless whatever prove otherwise you are a clueless cunt thumbs up,NON_EXTREMIST
1906,girl or not if i saw that i would knock the vagina out how dare you hurt a child like that fucking sick twisted bitch,NON_EXTREMIST
1907,i what a slut watching a fight on facebook that what a slut edited and the one bitch got hit so many times they said combo whore skull,NON_EXTREMIST
1908,i do not give a fuck about not bitch laughing out loud you all hoes can die i promise i will not b at the funeral face with tears of joy face with tears of joy hundred points,NON_EXTREMIST
1909,bitch biggs asshole,NON_EXTREMIST
1910,dear people before you bitch about a black superman please do a bit of reading and then stfukthxbai,NON_EXTREMIST
1911,this bitch will not stop riding his dick laughing my fucking ass off,NON_EXTREMIST
1912,apparently fuck off and die you stupid cunt with no prior engagement is within twitter rules i bet would disagree if i tweeted that,NON_EXTREMIST
1913,fuck cunts telling people stretched ears that they will learn from their mistakes bitch it are not a mistake if they feel beautiful doing it fucks,NON_EXTREMIST
1914,bitches had me spending a night in jail bitch you fitting to spend a night in the hospital on lzzzzzzzz face with tears of joy face with tears of joy hundred points hundred points hundred points hundred points hundred points hundred points,NON_EXTREMIST
1915,retweet i personally think that men who beat women are cowards and men who rape women are stupid and full of scum both were not rai,NON_EXTREMIST
1916,oh but they do then they go around and bitch how all women are stupid gold diggers because they went to,NON_EXTREMIST
1917,if most of your posts are about how hoes sluts shots or bitches am not shit you sir are a bitch and so is your weak ass mom absentee father,NON_EXTREMIST
1918,i do not give a fuck if you want to block my chick acc i know i am a problematic bitch sometimes but whore this account is really got,NON_EXTREMIST
1919,that bitch is a grade a whore,NON_EXTREMIST
1920,yeah the stupid bitch,NON_EXTREMIST
1921,are not loving these hoes they garbage that is not my baby like mary little bitty bitch stop calling,NON_EXTREMIST
1922,it does not matter where you go longs you bitch ass niggas and snake ass black women out of your surroundings is all that matters,NON_EXTREMIST
